(title "Pressure Coefficient")
(labels "Position" "Pressure Coefficient")

((xy/key/label "y-02")
0.13816	0.774226
0.138664	0.642859
0.140144	0.371973
0.142598	0.0191636
0.147207	-0.426438
0.153738	-0.76766
0.153738	-0.76766
0.162497	-0.923199
0.168386	-0.913203
0.178678	-0.811485
0.185863	-0.700019
0.195212	-0.576895
0.204257	-0.509746
0.207768	-0.493808
0.215383	-0.476321
0.226867	-0.474173
0.233784	-0.477878
0.243195	-0.483886
0.254043	-0.487501
0.265021	-0.486908
0.273773	-0.486296
0.276	-0.486033
0.280703	-0.485243
0.288649	-0.483868
0.298236	-0.483242
0.307127	-0.483988
0.308791	-0.484528
0.313717	-0.486394
0.321374	-0.490613
0.330587	-0.496503
0.340042	-0.50306
0.349702	-0.510251
0.359533	-0.518126
0.369519	-0.527066
0.379664	-0.536862
0.390031	-0.546923
0.400176	-0.557366
0.41011	-0.568512
0.420115	-0.579874
0.420331	-0.580117
0.429587	-0.59035
0.431263	-0.592139
0.439157	-0.600314
0.442091	-0.603215
0.448934	-0.609779
0.452723	-0.613377
0.458925	-0.619295
0.463221	-0.623481
0.469089	-0.629253
0.473527	-0.633576
0.479481	-0.639305
0.483512	-0.643041
0.490127	-0.649106
0.493221	-0.651878
0.500821	-0.658714
0.502833	-0.660536
0.511289	-0.66849
0.512527	-0.669704
0.521447	-0.678903
0.522402	-0.679917
0.531361	-0.689556
0.532443	-0.690652
0.541175	-0.698567
0.542569	-0.69941
0.550973	-0.701198
0.552729	-0.699941
0.560787	-0.685331
0.562907	-0.67727
0.570613	-0.632919
0.573088	-0.612496
0.580471	-0.538659
0.583242	-0.507859
0.59039	-0.428307
0.593342	-0.39874
0.600383	-0.338311
0.603382	-0.318234
0.61044	-0.280641
0.613379	-0.26873
0.620522	-0.245036
0.623356	-0.2373
0.630593	-0.219815
0.633329	-0.213883
0.640631	-0.199146
0.643309	-0.194114
0.650629	-0.181111
0.65329	-0.17665
0.660599	-0.164927
0.663247	-0.16085
0.670562	-0.149891
0.673145	-0.146112
0.680563	-0.13543
0.682934	-0.132066
0.690748	-0.121042
0.692513	-0.118584
0.70123	-0.106355
0.701925	-0.105366
0.710916	-0.0927909
0.711907	-0.0913317
0.719532	-0.0804821
0.721184	-0.0782715
0.729779	-0.0653812
0.729779	-0.0653812
0.739811	-0.0495533
0.748992	-0.0346332
0.752048	-0.0297395
0.755747	-0.0237667
0.765722	-0.00583761
0.77365	0.00958208
0.784637	0.0314628
0.792003	0.0469901
0.800943	0.0667059
0.811921	0.0918323
0.822409	0.117507
0.831448	0.138824
0.839973	0.159487
0.845072	0.172689
0.851332	0.189613
0.854831	0.197767
0.859262	0.210175
0.862235	0.219723
0.865764	0.228615
0.867451	0.233053
0.870061	0.240945
0.872528	0.245253
0.873451	0.236527
)
